AnonymousID,HotelInncode,HotelBrand,HotelChainScale,Generation,Department,FullTimePartTime,Tenure,ManagementLevel,WorkLifeBalance,LearningDevelopment,Communication,Voice,RewardsBenefits,WorkEnvironment,IntentToStay
33252,100126,6,3,1,8,0,1,2,3,3.67,3,4,3,4.75,0
22019,100253,4,3,2,21,1,7,2,5,5,5,5,5,5,1
15607,100140,6,3,1,21,1,5,2,4.5,5,4.67,4,5,4.5,1
12167,100178,6,3,2,13,1,8,2,4,3,3,3,4,3,1
22220,100307,11,4,3,2,1,5,2,5,4,3,5,4.5,5,1
11004,100128,3,2,2,2,1,5,3,5,5,5,5,5,5,1
31077,100238,6,3,3,21,1,8,2,5,4.67,5,5,3.5,5,1
8027,100252,6,3,1,5,1,6,1,4.5,2.67,4,5,3,4.75,1
27419,100068,6,3,2,21,1,7,2,4.5,4,4.67,5,4.5,5,1
23331,100121,6,3,3,5,0,7,2,5,5,5,5,5,5,1
38990,100243,11,4,1,12,1,4,4,5,5,5,4.5,4.5,5,1
30889,100259,6,3,2,21,1,7,4,3.5,3.67,2.67,2,3,3.5,0
10825,100291,4,3,2,23,1,5,2,4,4,4,4,4,3.75,0
4655,100222,6,3,1,27,1,5,1,5,5,5,5,5,5,1
13657,100078,11,4,2,28,1,8,1,3,3.67,5,2.5,4,4,0
20543,100147,6,3,1,21,1,5,1,4,3.33,5,2.5,5,3.75,0
29504,100222,6,3,1,21,1,2,2,5,5,4.33,5,5,4.75,1
11652,100168,6,3,1,12,1,8,4,4.5,5,5,5,5,5,1
39463,100302,4,3,1,16,1,2,4,5,4,4,2.5,4,4,0
37330,100157,6,3,2,21,1,8,1,5,5,5,5,5,5,0
10003,100093,1,4,1,8,1,3,2,5,5,5,5,5,4,1
26954,100151,4,3,1,21,1,5,2,5,5,5,5,5,5,1
19015,100155,6,3,3,21,1,8,2,3.5,3.33,4.33,3,3.5,4,0
19085,100131,4,3,2,12,1,4,2,5,5,5,5,5,5,1
31478,100155,6,3,3,18,1,8,2,4,4,4,4,4.5,4.5,1
1189,100256,9,2,2,23,1,4,2,4.5,4.33,4.33,5,5,4.75,1
21694,100164,11,4,2,5,1,8,2,4.5,4,4.33,2,4,4,1
6903,100172,6,3,1,12,1,7,1,5,4.33,4,3.5,4,4.25,0
5910,100199,6,3,1,12,1,4,1,5,4.33,3,5,4,4.75,0
21846,100083,3,2,2,28,1,4,1,5,5,5,5,5,5,0
16208,100141,6,3,2,21,1,3,2,5,5,5,4,5,4.75,0
14142,100171,6,3,1,29,1,1,3,5,5,5,5,5,5,1
15796,100152,5,1,1,28,1,6,1,4.5,5,4.67,4,4,4.75,1
22060,100209,10,5,3,21,1,8,2,3.5,2.33,4,2.5,3,3.5,0
39251,100132,6,3,2,7,1,6,2,5,5,5,5,4,4.5,1
11023,100255,6,3,1,29,0,3,2,4,3,5,5,5,5,1
6543,100237,6,3,2,24,1,7,3,5,5,5,5,5,5,1
11382,100261,5,1,1,25,1,2,2,5,5,5,2.5,5,5,1
23846,100204,4,3,2,13,1,3,2,4,4,4,4,4,4,0
11691,100211,6,3,1,21,1,2,2,4.5,4.67,4.33,4.5,5,4.75,1
3113,100134,6,3,3,25,1,8,2,2,3,3,3,3,3.5,0
28695,100223,6,3,2,12,1,6,4,4.5,3.67,4.33,4,3.5,3.75,0
18843,100155,6,3,3,21,1,8,4,4,4,4,4,4,4,1
10579,100091,6,3,2,12,1,8,2,3.5,4,4.67,3,4,3.75,1
30104,100259,6,3,1,21,1,6,4,3.5,3.33,4,3,3.5,3.75,0
27662,100155,6,3,2,21,1,4,4,5,5,5,5,5,5,1
18370,100271,4,3,3,21,1,7,4,5,4.67,5,5,5,4.25,1
22827,100267,4,3,2,28,1,6,3,5,5,5,5,5,5,1
26673,100093,1,4,2,2,1,2,3,5,5,5,5,5,5,1
34266,100065,6,3,1,16,1,6,1,2.5,4.33,1,2,4.5,3.5,0
32684,100193,4,3,2,21,0,3,1,3.5,3.33,4,4.5,5,3.25,1
27759,100271,4,3,1,21,1,2,2,4,4,5,4,4,4.75,1
22500,100146,2,3,1,32,1,5,2,5,5,5,5,5,5,1
702,100110,3,2,2,5,0,4,2,5,4,5,4,4.5,5,1
32812,100199,6,3,1,7,1,3,2,3.5,2.33,2.33,2,4.5,4,0
37148,100151,4,3,1,25,1,3,2,5,4.33,4.67,4.5,4.5,4.25,0
4800,100268,6,3,1,5,0,2,2,4,3.33,2.67,3.5,3.5,3.75,0
2467,100175,11,4,1,10,0,5,4,5,5,5,5,5,5,1
35586,100211,6,3,3,25,1,4,1,4.5,2.33,4,4,3,4,1
36765,100286,3,2,1,8,0,6,2,5,3.33,5,4,4.5,5,1
37662,100243,11,4,2,36,1,7,2,5,5,5,3.5,5,5,1
462,100172,6,3,2,21,1,8,2,3,3,3,3,3,3,0
12530,100078,11,4,2,23,1,7,2,4,4,4,4,4,4.25,0
13840,100223,6,3,2,5,1,7,2,4.5,2.67,4,3,3,3.75,1
25231,100100,11,4,1,6,1,3,2,3,4,5,4,4,4,0
19546,100272,6,3,2,8,1,8,2,4,3.33,3,2,3.5,3.5,0
32979,100264,6,3,3,5,0,8,2,5,5,5,5,5,5,1
14643,100157,6,3,2,21,1,8,2,5,4.33,5,3,4.5,4.75,1
19619,100279,11,4,2,15,1,4,2,4,4,4,3.5,4,4,1
15119,100254,2,3,3,21,1,8,4,3,3,4.67,3,3.5,4,0
26786,100281,6,3,1,23,1,6,4,3,5,4.33,4,4.5,3.75,0
12883,100168,6,3,3,21,1,8,2,4.5,5,5,5,5,4.25,1
3207,100155,6,3,2,5,1,8,1,5,5,5,5,4,5,1
25734,100210,6,3,2,7,1,8,2,5,5,4.33,5,5,5,0
37744,100200,11,4,2,1,1,7,1,5,4.67,5,4,5,5,1
39470,100099,4,3,2,29,1,6,2,5,5,5,5,5,5,1
3917,100124,6,3,2,16,1,8,2,3.5,4,1.67,3,4,4,1
33146,100155,6,3,3,25,1,8,1,5,3.33,4,3,4,4.75,0
3202,100155,6,3,3,25,1,7,1,4.5,4.67,5,4,4.5,4.5,1
21192,100252,6,3,3,5,0,7,2,4,3,3,3,3.5,3.75,1
39092,100223,6,3,1,5,0,6,2,4,3,3,3,3.5,3.25,0
2310,100091,6,3,2,5,0,6,2,4,4,4,4,4,4,0
10690,100258,5,1,1,21,1,5,2,4,4,4,4,4,4,0
38725,100307,11,4,3,33,0,7,2,4,3.33,4.33,4.5,4,4.25,1
31429,100243,11,4,1,30,0,6,4,4,2.33,3,3,2.5,3,0
5391,100281,6,3,2,5,0,8,1,2,3.67,4,3.5,4.5,3.75,0
7472,100272,6,3,1,28,1,4,2,4,4.33,5,5,5,5,0
13355,100223,6,3,1,29,1,3,2,5,5,5,5,5,5,1
19540,100268,6,3,2,21,1,5,1,4,4,4,4,4,4.25,0
29852,100256,9,2,1,12,0,6,2,4,4,5,4.5,4.5,4.5,1
32562,100277,5,1,2,21,1,6,4,1.5,2,1,1,3,1.25,0
5420,100084,6,3,2,21,1,6,2,5,5,5,5,5,5,1
29733,100134,6,3,1,33,1,5,2,4,2.33,3,1.5,4.5,3.5,0
23359,100078,11,4,3,33,1,6,1,4.5,4.33,5,5,4.5,4.75,0
7094,100273,6,3,3,21,1,8,1,4,4,4.67,4,4.5,5,1
18445,100130,5,1,3,25,1,7,1,4,3,3,3,4,3.5,0
30394,100143,11,4,2,33,1,6,1,5,5,5,5,5,5,1
14767,100162,4,3,2,28,1,2,2,4,3,4,4,4,4.25,0
27647,100200,11,4,2,5,1,5,4,1.5,1,2.33,2.5,2.5,2,0
36922,100268,6,3,1,12,1,2,2,3.5,3,4.33,3,4,5,1
15998,100124,6,3,1,22,1,4,2,5,5,5,5,5,5,1
22837,100253,4,3,3,25,1,8,2,5,5,5,5,5,5,1
13644,100164,11,4,1,12,0,5,2,5,4.67,5,5,5,5,1
21605,100242,4,3,3,21,1,7,2,3.5,3,3,4,3.5,3.75,0
23514,100203,3,2,1,9,1,7,1,4.5,3,3.33,3.5,3.5,4.5,0
34115,100223,6,3,1,10,1,2,1,4,4.67,4.67,4,4.5,5,0
7726,100273,6,3,3,21,1,8,2,5,5,5,5,5,5,1
13940,100223,6,3,1,13,1,6,2,4,4.67,4.33,4.5,5,4,0
19369,100175,11,4,1,21,1,2,4,5,4.67,5,3.5,5,5,1
6686,100222,6,3,1,9,0,4,2,5,5,5,5,5,5,1
3197,100155,6,3,2,16,1,8,2,4,4,4.67,3,4,4,0
17468,100189,6,3,3,20,1,6,2,5,5,5,5,5,5,1
10915,100246,3,2,3,5,1,6,2,4,4,4,4,4,4,0
12259,100068,6,3,1,12,1,5,2,5,5,5,5,5,5,1
12728,100078,11,4,2,21,1,7,4,5,5,5,5,5,5,1
16272,100121,6,3,3,7,1,5,2,4.5,4.67,4.67,4.5,5,4,1
19989,100121,6,3,2,23,1,6,1,4,5,4,4.5,4,4.75,1
28012,100171,6,3,2,21,1,6,2,5,5,5,5,5,5,1
32087,100134,6,3,1,38,0,5,2,4,4,4,4,4,4,0
3431,100085,3,2,3,2,1,8,3,5,5,5,5,5,5,1
12342,100078,11,4,1,25,1,5,2,4,3.67,4,3.5,3.5,3.5,0
36253,100078,11,4,3,23,1,8,1,5,5,5,5,5,5,1
32504,100254,2,3,1,31,1,8,2,2,5,5,4.5,4.5,5,1
20311,100092,6,3,1,21,1,8,4,2.5,1.67,1.67,1,3,1.5,0
38219,100250,6,3,3,5,1,8,2,3,2.33,2.33,2,2,2,1
35885,100143,11,4,3,25,1,5,2,4,4,3,4.5,4,4,0
33197,100174,4,3,1,12,1,5,2,4.5,5,3,5,5,4.75,1
17220,100068,6,3,2,9,1,6,2,4,2.67,4.33,4,4.5,4.5,1
15005,100197,6,3,3,21,1,7,2,4,4,4,3.5,4.5,4.25,0
164,100270,3,2,1,12,1,6,2,5,5,5,5,5,5,1
12957,100307,11,4,2,18,1,8,2,4,3.67,4.33,4,4,4,0
5329,100070,4,3,1,16,1,6,1,4.5,4.33,4,4.5,4.5,4.5,0
19531,100272,6,3,1,24,1,1,4,5,5,5,5,5,5,1
25759,100217,6,3,2,12,1,6,2,5,5,5,5,5,5,1
30746,100155,6,3,3,21,1,8,1,4,4,4,4,4,4.5,1
17305,100064,6,3,2,25,1,2,1,4,4,3.33,5,3.5,4,0
30045,100072,9,2,1,16,1,7,1,4,3.33,3.67,4.5,5,4.75,0
27335,100137,3,2,2,21,1,7,3,5,5,5,5,5,5,1
9600,100123,3,2,2,6,0,6,2,5,4.33,4,5,4.5,4.5,1
29575,100283,3,2,2,25,1,4,3,5,5,5,5,5,5,1
34077,100207,4,3,2,12,1,8,1,5,5,5,5,5,5,1
29249,100237,6,3,3,21,1,8,2,5,3,5,5,5,5,1
25738,100201,3,2,1,16,1,2,2,5,5,5,5,5,5,1
28491,100228,6,3,1,7,1,3,2,4,2.33,1,3,2.5,3.5,0
38677,100219,11,4,1,21,1,6,2,5,5,5,5,5,5,1
34232,100148,6,3,2,21,1,4,1,3,4,5,4,4.5,3.75,0
37024,100187,5,1,1,21,1,6,1,5,5,5,5,5,5,1
34867,100272,6,3,1,13,1,7,2,4.5,4,5,4.5,4,5,1
32187,100243,11,4,3,10,1,6,2,4,4,4,4,3.5,4,0
16683,100175,11,4,1,36,1,5,2,4.5,4,4,5,3.5,4.75,0
6481,100273,6,3,2,21,0,2,4,2.5,3,4,4,3.5,4,0
19789,100273,6,3,2,16,1,8,1,5,5,5,5,5,5,1
2426,100065,6,3,3,21,0,7,2,4,3.67,3.67,4,4,3.75,0
8036,100210,6,3,1,2,1,6,3,5,4.67,5,5,5,5,1
8637,100155,6,3,2,12,1,7,2,5,5,5,5,5,5,1
27347,100210,6,3,3,20,1,8,2,5,5,5,5,5,5,1
31922,100243,11,4,1,30,1,2,1,5,5,5,5,4,4.75,1
12773,100129,6,3,2,21,1,7,2,5,5,5,5,5,5,1
25001,100228,6,3,2,13,1,4,2,5,5,5,5,5,5,1
23855,100065,6,3,2,25,1,7,4,2.5,1.67,3.67,1,2.5,3.5,0
3632,100175,11,4,1,10,1,2,2,4.5,4.33,5,5,5,5,1
39715,100222,6,3,1,12,1,3,2,3.5,3.33,4.67,3.5,4,3.5,0
8168,100211,6,3,2,21,1,1,2,4,3,3,3.5,3.5,3.75,1
22097,100211,6,3,2,21,1,8,2,5,5,5,5,5,5,1
30387,100068,6,3,1,28,1,8,1,5,5,5,5,5,5,1
3493,100222,6,3,3,2,1,7,2,5,5,5,5,5,5,1
39398,100307,11,4,1,20,1,4,2,5,5,4.33,5,5,5,1
11681,100197,6,3,2,21,1,6,4,4,3,4,3.5,3.5,3.25,0
22737,100194,5,1,1,12,1,2,4,3,3,2,2,4,3.5,0
34237,100207,4,3,2,35,1,8,2,4,3,2,3,3.5,3.5,0
34712,100078,11,4,3,28,0,7,2,5,5,5,5,5,5,1
14853,100146,2,3,2,13,1,8,2,1.5,2.33,4,2,4,2,0
23062,100188,5,1,1,21,1,4,2,5,5,5,5,5,4.75,1
6463,100084,6,3,2,29,1,7,1,4,4,5,5,4,5,1
4627,100065,6,3,1,27,1,5,2,4,3.67,4,4,3.5,4,0
31371,100243,11,4,3,5,0,8,2,5,5,5,5,5,5,1
29063,100087,6,3,3,16,1,8,2,5,4.33,5,5,5,4.75,1
12124,100078,11,4,3,5,1,8,4,4.5,5,4.33,3.5,3.5,4.25,0
27507,100200,11,4,1,7,1,4,2,5,5,5,5,5,5,1
27812,100222,6,3,2,21,0,5,2,2,1.33,3,1,2.5,2,0
12134,100078,11,4,1,28,1,3,1,3,4,4,4,4.5,4.25,0
25418,100078,11,4,1,10,1,7,1,4.5,5,4.33,3.5,4.5,4.75,1
2607,100129,6,3,3,33,1,8,4,4.5,3,3,3.5,5,5,1
6419,100068,6,3,1,29,1,4,2,5,5,5,5,5,5,1
29512,100199,6,3,2,40,1,6,1,3.5,2.33,4.67,2,5,4.75,0
11161,100273,6,3,1,16,1,6,2,2.5,3.33,3,3,3.5,3.75,0
20904,100168,6,3,1,5,0,6,2,4,2,1.67,2,2.5,3.5,0
6585,100199,6,3,1,21,1,5,2,5,3.67,5,4.5,4.5,4,0
33976,100168,6,3,3,16,1,3,2,5,3.33,5,3,3.5,4.75,0
10170,100211,6,3,3,5,1,8,1,5,5,5,5,5,4.75,1
21642,100251,4,3,2,34,1,6,2,4.5,3.67,3.67,4.5,3.5,4.25,0
5521,100222,6,3,2,21,1,2,2,4.5,3.33,3.33,4,5,4,0
1760,100234,11,4,1,30,1,2,2,4,4,4.33,4,4,4.25,0
25635,100281,6,3,1,12,1,4,2,4,4,5,4,4.5,4,0
11843,100266,4,3,1,21,1,3,2,4,3.67,4.67,4,4.5,4.75,0
34075,100250,6,3,3,10,1,8,2,3,2,1,2,3,2,0
6080,100184,9,2,2,21,1,8,1,4,4,4,4,4,4,0
31360,100164,11,4,2,23,1,8,4,5,4,2,4,4,4,0
6411,100220,6,3,1,29,1,4,2,5,5,5,5,5,5,1
28904,100131,4,3,2,21,1,4,2,5,5,5,5,5,5,1
32739,100200,11,4,1,6,1,4,1,4,4.67,3.33,4,4.5,4.75,0
24238,100091,6,3,1,20,1,5,1,3.5,3.67,4.33,3,3.5,4,0
19728,100078,11,4,2,24,1,5,1,4.5,4,3,5,4.5,4,1
29845,100164,11,4,2,16,0,4,2,4,4.33,2.67,4.5,4.5,4.75,1
6382,100222,6,3,1,8,1,4,1,5,5,5,5,5,5,1
29433,100208,1,4,3,21,1,8,2,5,5,5,5,5,5,1
9161,100155,6,3,2,21,1,7,1,4.5,4,4,4,4,4,0
18994,100065,6,3,1,20,1,5,2,4,4,5,4.5,4.5,4,1
27741,100200,11,4,3,25,1,8,1,4,4.33,3,4,4,4.5,0
33962,100254,2,3,2,13,1,8,2,4.5,3.33,4,4.5,4,4,1
2232,100123,3,2,2,21,1,4,1,5,5,5,5,5,5,1
14322,100278,6,3,1,21,1,6,2,5,4.67,5,4.5,5,4,1
9923,100189,6,3,2,12,1,5,1,5,5,5,5,5,5,0
15700,100129,6,3,2,25,1,7,2,4.5,4,4.33,4,4.5,4.5,0
24348,100212,6,3,3,13,1,7,2,5,4.33,5,5,5,4.5,1
2085,100091,6,3,3,21,1,8,2,4,3.33,4,4,3,4,0
20261,100220,6,3,1,12,1,5,2,3,2,3,2,2.5,2.25,0
35897,100204,4,3,3,16,1,7,2,5,5,4.33,5,5,4.75,1
17458,100140,6,3,1,28,1,3,1,5,5,5,5,5,5,1
19026,100251,4,3,2,21,1,8,2,4,4,5,4,4.5,4,0
10133,100272,6,3,1,5,1,8,2,1,1,1,1,1,1,0
26928,100200,11,4,2,6,1,7,2,4,2.67,5,3,3.5,3.75,0
6705,100155,6,3,1,12,1,6,2,3,2.67,3,2,2.5,2.5,0
17613,100168,6,3,1,12,1,5,2,4,3.33,4,4.5,4.5,4,0
5380,100222,6,3,1,24,1,6,1,4.5,5,5,5,5,5,1
36441,100143,11,4,1,21,1,7,2,4.5,4.67,4.67,4,5,4.25,1
26749,100091,6,3,3,13,1,8,3,5,5,5,5,5,5,1
39795,100110,3,2,3,21,1,6,2,4,4,4,4,4,4,1
24249,100275,2,3,3,21,1,8,2,5,5,5,5,3.5,5,1
7032,100171,6,3,2,21,1,7,2,5,4.67,5,5,4,4.75,1
5598,100254,2,3,1,22,1,4,2,4.5,2.67,2,4,4,4,1
26230,100091,6,3,1,28,1,5,1,3,4,5,4.5,1.5,4.5,0
28130,100155,6,3,3,21,1,7,1,5,5,5,5,5,5,1
13074,100193,4,3,3,21,1,5,1,4.5,4.67,4.33,4,4,4.25,0
21383,100298,4,3,1,21,1,5,3,3,4,5,4.5,4.5,4.5,1
24338,100275,2,3,1,7,1,5,2,5,4.67,5,5,5,4.75,1
31247,100172,6,3,2,7,1,8,4,4,4,4,3.5,4.5,3.75,1
29627,100164,11,4,2,21,1,8,3,5,5,5,5,5,5,1
28554,100164,11,4,2,1,1,5,1,1,2,1.33,1.5,4,2.75,0
6204,100254,2,3,2,21,1,8,4,4,4,4,2,2.5,3.25,1
16295,100155,6,3,3,21,1,7,2,4,4,4,4,4.5,4.5,0
2502,100200,11,4,2,5,1,7,2,4,4,4,4,4,4,0
12490,100223,6,3,2,5,1,6,4,5,2.33,5,3.5,5,5,1
34573,100237,6,3,1,19,0,5,4,5,5,5,5,5,5,1
15854,100127,6,3,1,13,1,5,2,3,3.33,3,2,3,3.75,1
12173,100211,6,3,2,21,1,6,2,4,4.33,4,5,4.5,4,0
5200,100252,6,3,1,16,1,6,4,3,3,3.67,2,4.5,4,0
15372,100126,6,3,1,21,1,2,4,5,5,5,5,5,5,1
31675,100164,11,4,2,35,1,8,1,5,5,5,5,5,5,1
19783,100259,6,3,2,21,1,8,2,4,3.67,3.67,3.5,3,3.75,1
16962,100156,3,2,1,21,1,6,2,4,3.67,3.67,2.5,4,3,0
26043,100124,6,3,3,7,0,3,2,3.5,4,3.67,3.5,3.5,3.5,0
3373,100132,6,3,2,7,1,3,2,5,4,5,5,4.5,4.75,1
23444,100129,6,3,3,13,1,8,2,3,2.33,2,2,3.5,2.75,1
29639,100156,3,2,1,12,0,2,2,4,4,4,4,4,4,0
219,100104,5,1,2,21,1,4,1,5,5,5,5,5,5,1
24551,100211,6,3,1,9,1,4,2,4.5,4.33,4,3,4,4.25,0
30760,100281,6,3,3,12,1,8,2,3,2,3,1,2.5,2.75,0
17520,100129,6,3,3,5,1,8,2,4,3,3,3,4,3.75,0
32368,100082,3,2,3,21,1,6,2,5,5,5,5,5,5,1
29715,100157,6,3,3,21,1,8,2,5,5,5,5,5,5,1
37590,100146,2,3,3,36,1,8,2,4,3.67,4.33,5,4,3.25,1
19215,100079,5,1,2,21,1,3,2,5,5,5,5,5,5,1
2561,100251,4,3,1,20,1,8,2,5,4,2,5,3,3.75,0
31989,100164,11,4,2,25,1,8,2,4,4,4,3,3,4,0
4594,100146,2,3,1,1,1,6,1,5,5,5,5,5,5,1
14028,100164,11,4,1,20,0,6,1,5,5,5,5,5,5,1
35874,100131,4,3,3,12,1,8,2,5,5,5,5,5,5,1
36364,100190,3,2,3,21,1,6,2,4,3,5,4,5,4.75,1
27002,100254,2,3,1,26,1,3,1,4,4,3.67,4,3.5,4.25,0
23093,100157,6,3,3,5,1,8,2,5,3,3.67,3.5,2.5,3,1
16783,100202,6,3,3,7,1,8,1,4,4.33,5,4,5,4.75,1
2040,100168,6,3,3,21,1,8,2,5,4.67,5,4,5,4.5,1
38401,100185,4,3,1,21,1,6,1,4,4.67,4.33,4,4,4,0
39625,100217,6,3,3,12,1,7,2,4,4.67,4.33,5,4.5,4.75,1
1389,100197,6,3,2,5,0,4,2,4.5,2.33,3,3,3,2.25,0
36986,100243,11,4,2,23,1,3,2,3.5,3.67,5,5,4,4.75,1
27906,100134,6,3,1,12,1,2,4,5,5,5,4,5,5,1
32991,100243,11,4,2,9,0,8,4,4,4.33,4.33,4,4.5,5,1
35160,100223,6,3,1,16,1,6,2,5,5,5,5,5,4.5,1
2696,100168,6,3,3,21,1,8,2,5,5,5,5,5,5,1
16320,100146,2,3,1,24,1,5,2,5,5,3,3.5,5,4.75,0
8695,100168,6,3,2,38,1,5,4,4,2.67,2.67,2,4,3.5,0
13115,100164,11,4,3,21,1,8,4,4,3.67,4,4,4,4,0
14885,100219,11,4,1,30,1,2,1,4.5,5,4.67,5,5,5,1
29962,100093,1,4,2,21,1,5,4,4,3.33,4,3.5,3,3,0
17357,100209,10,5,1,28,1,5,1,3,1.33,2.67,3,3.5,3.75,0
29051,100171,6,3,3,31,1,8,2,5,4.67,5,4.5,5,4.5,0
24316,100164,11,4,2,19,1,7,2,5,5,5,5,5,5,1
9985,100134,6,3,1,5,1,8,2,3,3,3.67,3,3.5,3,0
38453,100211,6,3,2,5,1,8,1,3.5,4.33,3.67,5,4.5,4.5,0
11152,100078,11,4,1,24,1,6,1,4,4,5,5,4.5,4.5,1
14180,100127,6,3,2,23,1,8,2,4,3,3.67,1,3.5,3,0
22952,100164,11,4,2,21,1,8,2,4,4,4.67,4.5,4,4.25,0
22581,100078,11,4,3,25,1,7,2,4,3.33,3,3.5,3.5,3.5,0
11458,100168,6,3,1,15,1,5,3,4,4.67,4.33,5,5,4.5,1
38857,100168,6,3,3,18,1,8,2,4.5,4,5,4,4.5,4.75,0
19491,100175,11,4,1,21,1,2,2,4,4,5,4,4.5,4.75,0
10057,100252,6,3,1,7,1,7,1,5,5,5,5,5,5,1
16371,100229,4,3,1,21,1,2,2,4,4,4.67,4,4.5,4.75,0
17234,100168,6,3,3,12,1,8,3,4,4,4,4,4,3.5,0
9723,100237,6,3,2,10,1,8,2,3.5,4,4.33,3,4.5,3.5,1
28121,100155,6,3,2,9,1,8,2,4,4.33,5,4,4.5,4.25,1
16113,100223,6,3,2,21,1,6,2,4,2.67,3,1,4,2.25,0
18137,100222,6,3,2,24,1,4,3,5,5,5,5,5,5,1
33835,100211,6,3,2,29,1,6,1,5,5,5,5,5,5,1
3823,100120,5,1,1,16,1,5,1,4.5,5,5,5,5,3.75,0
33069,100243,11,4,3,14,0,2,2,4,3.33,4,4,4,4,1
28185,100174,4,3,1,5,0,6,4,4,3.67,5,5,3.5,4.25,1
11636,100234,11,4,1,28,1,4,2,4.5,2.67,4.67,1,3.5,3.25,1
27656,100254,2,3,2,35,1,8,1,1.5,3,4,3.5,2.5,3.5,0
18975,100155,6,3,3,21,1,8,2,5,5,5,5,5,5,1
39683,100252,6,3,2,5,1,7,2,4,2,1,2,3,2.75,0
8501,100175,11,4,2,30,0,4,1,5,4.67,4.67,4.5,5,4.75,1
17087,100087,6,3,2,21,1,6,2,5,5,4,5,5,5,1
2226,100081,4,3,1,21,1,4,2,4,4,2,4,4,4.25,0
26390,100210,6,3,3,12,1,8,2,5,5,5,5,5,5,1
30093,100133,3,2,2,21,0,5,2,4,4,4,3,4,4.25,0
13453,100078,11,4,2,2,1,4,2,4,4.33,4,4,4,4,0
38195,100252,6,3,3,5,1,7,4,4,3.33,3,1,4.5,3.25,0
29296,100219,11,4,1,17,1,5,3,4,3,5,3,3.5,4,0
26641,100068,6,3,1,24,1,7,4,5,5,4,5,5,5,1
31613,100132,6,3,1,2,1,5,1,4.5,3.33,1,2,2.5,4,0
25004,100228,6,3,3,13,1,8,2,4,4,4,4,4.5,4,0
4237,100157,6,3,2,24,1,7,1,4.5,4.67,5,5,3,4.5,0
33708,100281,6,3,3,28,1,8,2,4.5,4.33,4.67,4.5,4.5,4.75,1
27490,100204,4,3,1,22,1,3,2,4,4,4,3.5,4.5,4,0
5551,100212,6,3,2,21,1,8,4,4,2,2.67,2,3,2.25,0
29340,100100,11,4,2,13,1,3,1,4.5,4.33,4,4,4.5,4,1
35224,100286,3,2,2,5,0,8,4,5,5,5,5,5,5,1
30264,100208,1,4,1,6,1,6,2,5,5,3,4,5,5,1
36397,100064,6,3,1,16,1,1,2,5,3,5,4,4,5,1
28140,100208,1,4,1,13,1,6,2,5,5,5,5,5,5,1
12195,100078,11,4,2,29,1,3,1,3.5,4,4,4,4.5,4.25,0
20337,100168,6,3,3,5,1,8,1,4,4,4,4,4,4,0
18867,100278,6,3,1,5,1,5,1,5,3.67,5,4.5,4,5,0
6005,100263,6,3,1,7,1,4,2,3.5,3.33,3.33,3.5,4,3.75,0
27840,100134,6,3,1,21,1,5,4,5,5,5,4,5,4.5,1
3441,100124,6,3,2,7,1,7,2,5,5,5,5,5,5,1
20722,100252,6,3,2,38,1,6,4,4,1.67,3.67,3.5,2,2.5,0
2779,100211,6,3,2,34,1,8,2,4.5,4.67,4.67,4.5,4.5,5,0
2881,100178,6,3,3,29,1,8,3,4,4,4.67,4.5,4.5,4.75,0
38906,100197,6,3,2,21,1,3,2,4,4,3,4,3.5,3.75,0
25819,100225,5,1,1,16,1,6,1,4.5,5,5,5,5,5,0
36079,100143,11,4,2,21,1,6,2,5,4,4.67,4,5,3.75,0
6046,100065,6,3,3,16,1,8,1,5,5,5,5,5,5,1
30164,100159,6,3,1,7,1,6,2,2.5,2.67,3,2,3.5,2.75,0
21634,100155,6,3,3,25,1,8,2,5,5,5,5,5,5,1
9463,100253,4,3,1,6,0,6,2,4,3,3,3.5,3,4,0
3025,100175,11,4,1,21,1,5,1,5,4.33,3.67,5,4,4.25,0
7054,100281,6,3,1,8,1,3,2,4,3,3.33,3,3.5,4,0
39049,100180,6,3,1,7,1,8,2,4,2,2.33,4,2.5,4.25,0
35043,100181,3,2,2,21,1,6,2,5,5,5,5,5,5,1
23954,100164,11,4,1,20,1,8,2,3,2.33,5,3,3,5,1
10326,100128,3,2,2,2,1,4,3,5,5,5,5,5,5,1
14646,100078,11,4,3,30,1,8,2,4,4,4.33,5,3.5,4.25,1
38172,100190,3,2,1,21,1,5,2,5,4.33,4.67,4,4.5,4.25,1
14907,100250,6,3,1,6,1,6,2,5,5,5,5,5,5,1
26119,100305,9,2,1,21,1,3,2,5,4.33,5,5,5,5,1
9712,100272,6,3,2,5,1,8,2,5,5,5,5,5,5,1
7624,100134,6,3,1,38,0,7,2,5,4,2,4,4.5,4.75,0
7166,100078,11,4,1,26,0,3,2,5,5,5,5,5,5,1
12109,100068,6,3,1,21,1,3,4,4.5,5,5,5,5,5,1
36615,100155,6,3,3,15,1,8,2,2.5,3.67,4.33,4,4,4.25,0
11104,100138,5,1,1,21,0,1,2,3.5,4,4,4.5,4.5,5,0
24671,100068,6,3,2,21,1,4,4,4,4.33,4,4,4,4,0
19353,100281,6,3,3,5,1,8,2,5,4.33,5,5,5,5,1
1547,100162,4,3,1,7,1,5,2,4,4,4,4,4,4,0
1516,100259,6,3,1,5,0,6,2,4,3.33,3.67,4,4.5,4.25,0
30821,100259,6,3,1,5,0,5,2,3,2,4.33,1,3,2.25,0
